kind,priority_rank,priority_group,id,title,status,severity_or_priority,classification,recommended_action,why
bug,B317 (900),closed_history,BUG-14CA8F45,[hygiene-2026-04-23/data-tool-contract] praxis_data schema hides action-specific required inputs that runtime later rejects,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B318 (900),closed_history,BUG-77A2D5BD,[hygiene-2026-04-23/file-backed-scoring-authority] Trust score API and CLI expose artifact-backed singleton as live provider score,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B319 (900),closed_history,BUG-750A586D,[hygiene-2026-04-23/governance-evidence] Governance scan tests lock in best-effort evidence loss instead of durable proof,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B320 (900),closed_history,BUG-BE7F7129,[hygiene-2026-04-23/health-side-channel-files] Health probes still judge scheduler and receipts through local side-channel files,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B321 (900),closed_history,BUG-BA9AB732,[hygiene-2026-04-23/historical-specs] Bug-fix packets preserve direct SQL and obsolete bug ids as repair instructions,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B322 (900),closed_history,BUG-7DF92878,[hygiene-2026-04-23/historical-specs] Historical workflow packets still contain retired DB and workspace authority as runnable instructions,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B323 (900),closed_history,BUG-A6AFCFA2,[hygiene-2026-04-23/local-db-retirement] Test DB helper fabricates localhost praxis_test when runtime authority is absent,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B324 (900),closed_history,BUG-B9A5C171,[hygiene-2026-04-23/mcp-operator-errors] Catalog-backed MCP tools mix returned error payloads and raised exceptions,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B325 (900),closed_history,BUG-94117730,[hygiene-2026-04-23/operating-model-runtime] Human approval can double-write terminal card state without an expected-state guard,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B326 (900),closed_history,BUG-9339FA89,[hygiene-2026-04-23/operating-model-runtime] Model run status uses a separate card-only projection beside unified run status,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B327 (900),closed_history,BUG-1FE10D67,[hygiene-2026-04-23/operating-model-runtime] Model-card edge release leaves unselected alternate paths pending forever,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B328 (900),closed_history,BUG-C2C0AB04,[hygiene-2026-04-23/operation-receipts] Command receipt and authority event writes are not atomic,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B329 (900),closed_history,BUG-C994B3A2,[hygiene-2026-04-23/operation-receipts] Mounting tests use stale authority_operation_receipts argument order,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B330 (900),closed_history,BUG-2E5E25F0,[hygiene-2026-04-23/operation-replay] Idempotent operation replay returns cached payload without recording replay receipt,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B331 (900),closed_history,BUG-E6E378F0,[hygiene-2026-04-23/operator-execution] /api/operate echoes idempotency keys without enforcing replay or conflict,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B332 (900),closed_history,BUG-748BED81,[hygiene-2026-04-23/operator-execution] Unified operate tests accept fabricated receipts with no durable readback,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B333 (900),closed_history,BUG-3677F434,[hygiene-2026-04-23/operator-execution] operate mode is accepted but does not constrain tool execution,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B334 (900),closed_history,BUG-1D71DD47,[hygiene-2026-04-23/operator-status-observability] Operator status snapshot can report ready while running-workflow readback failed,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B335 (900),closed_history,BUG-42B4EC1D,[hygiene-2026-04-23/provider-authority-tests] Provider tests validate builtin profiles instead of DB-backed registry authority,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B336 (900),closed_history,BUG-22792FA2,[hygiene-2026-04-23/query-routing] Workflow query uses narrow phrase gates then falls into bug search for schema and readback questions,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B337 (900),closed_history,BUG-867CA639,[hygiene-2026-04-23/registry-authority] Provider registry marks auxiliary authority failures as clean loaded state,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B338 (900),closed_history,BUG-A09E9813,[hygiene-2026-04-23/registry-authority] Surface startup registry sync drops exception causes and only reports skipped names,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B339 (900),closed_history,BUG-E880BBBE,[hygiene-2026-04-23/retry-authority] CLI API retries occur outside workflow_jobs transitions and provider health recording,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B340 (900),closed_history,BUG-191E2E48,[hygiene-2026-04-23/runtime-target-setup] REST workflow request defaults synthesize native refs when authority lookup fails,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B341 (900),closed_history,BUG-0BA0003F,[hygiene-2026-04-23/runtime-target-setup] Runtime setup apply is cataloged as an evented operation but only returns a non-applied plan,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B342 (900),closed_history,BUG-090E0B6B,[hygiene-2026-04-23/runtime-target-setup] Service-lifecycle operation catalog rows advertise HTTP paths that REST does not mount,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B343 (900),closed_history,BUG-BD093E3B,[hygiene-2026-04-23/runtime-target-setup] Setup doctor emits substrate values rejected by runtime_targets authority,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B344 (900),closed_history,BUG-9741E84A,[hygiene-2026-04-23/surface-usage-proof-gap] API and MCP surface usage recording silently drops telemetry failures,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B345 (900),closed_history,BUG-D755D2A4,[hygiene-2026-04-23/task-profile-authority] Tests bless missing task-profile authority as a valid general profile path,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B346 (900),closed_history,BUG-E3B94F67,[hygiene-2026-04-23/tracker-read-authority] Review and cost tracker read APIs collapse DB failure into empty or zero metrics,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B347 (900),closed_history,BUG-8D35BABD,[hygiene-2026-04-23/wiring-audit] audit primitive can turn noisy hard-path findings into unsafe regex replacement plans,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B348 (900),closed_history,BUG-249EE921,[hygiene-2026-04-23/wiring-audit] hard-path audit reports Python slice bounds and audit docs as deploy-time port/host debt,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B349 (900),closed_history,BUG-917F8001,[hygiene-2026-04-24/ready-launcher-authority] fire_ready_specs.sh scrapes run_id from workflow run output,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B350 (900),closed_history,BUG-07C3C161,[hygiene-2026-04-24/ready-launcher-authority] ready/README still teaches localhost psql for workflow_spec_ready,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B351 (900),closed_history,BUG-CF980769,[hygiene-2026-04-24/workflow-mcp-token-authority] Sandbox MCP token mint failure silently falls back to legacy allowed-tools env,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B352 (900),closed_history,BUG-25C5319C,"_bootstrap_migration uses per-statement transactions, allows partial migration application",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B353 (900),closed_history,BUG-FE13B4E7,"_bootstrap_migration wraps SQL CHECK violations under generic PostgresSchemaError, hiding root cause",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B354 (900),closed_history,BUG-A0983040,asyncpg JSONB column from _fetch_roadmap_item silently lost via isinstance(Mapping) fallback to {},FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B355 (900),closed_history,BUG-4F7B749C,bootstrap trusts pre-existing .env as current workflow authority,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B356 (900),closed_history,BUG-67BD9B73,bug search does not resolve exact BUG id queries to the matching bug,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B357 (900),closed_history,BUG-30798A5F,bug_resolution_program materialize-packets imports DB-backed tool modules and emits authority failures for offline rendering,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B358 (900),closed_history,BUG-9ACEE016,contract-drift::adapters/provider_types.py ProviderAdapterContract has no inverse to_contract round-trip,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B359 (900),closed_history,BUG-7C80AB3F,contract-drift::contracts/domain.py missing WorkflowRequest JSON round-trip,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B360 (900),closed_history,BUG-BFEA3DEE,contract-drift::runtime/build_planning_contract.py manifest shape vs DB projection can drift,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B361 (900),closed_history,BUG-E162C5F1,contract-drift::runtime/workflow/submission_contract.py lacks dedicated tests,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B362 (900),closed_history,BUG-7215B8FA,data_dictionary_stewardship projector fails explicit_owners on missing object_type:contact authority row,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B363 (900),closed_history,BUG-B2E29C21,dictionary describe crashes when object kind is absent instead of returning a typed not-found packet,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B364 (900),closed_history,BUG-39B6ABB5,"execution_backends promotes stderr JSON into stdout, masking failure channels and output provenance",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B365 (900),closed_history,BUG-A2469788,friction ledger lacks deterministic fingerprint grouping for repeated CLI failures,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B366 (900),closed_history,BUG-5FBAF694,input-validation::mcp::workflow::praxis_workflow — action dispatch via if/elif has no upfront enum check,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B367 (900),closed_history,BUG-C4497068,input-validation::rest::queue_cancel_job_id — POST /api/queue/cancel/{job_id} relies on silent ::bigint SQL cast,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B368 (900),closed_history,BUG-DB815755,input-validation::rest::request_body_size — no payload ceiling on any endpoint,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B369 (900),closed_history,BUG-5929945B,launcher API resolution is orphaned before workflow frontdoor needs it,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B370 (900),closed_history,BUG-0A47E0D0,operator_write accepts full roadmap item ids as slug and creates malformed duplicates,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B371 (900),closed_history,BUG-9DE92D58,praxis workflow recall fails on operator decision recall payload shape,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B372 (900),closed_history,BUG-722078C4,"praxis workflow roadmap view fails with NativeInstanceResolutionError without WORKFLOW_DATABASE_URL set, but other tools resolve from .env",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B373 (900),closed_history,BUG-D754C68F,praxis_bugs resolve has no fix-pending-verification status — code-fixed bugs cannot be closed without validates_fix verification_run,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B374 (900),closed_history,BUG-AAE135D1,praxis_discover silently drops interpretive context when attachment fails,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B375 (900),closed_history,BUG-37E76BCC,praxis_graph and praxis_story resolve missing or placeholder entity_id to the latest entity,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B376 (900),closed_history,BUG-BAC9B36F,praxis_operator_write has no update/retire/re-parent action for existing roadmap items,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B377 (900),closed_history,BUG-E11A6013,roadmap view fails native runtime profile resolution,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B378 (900),closed_history,BUG-9B11D55A,"route.unhealthy is overloaded across provider capacity and route-health failure, so the classifier cannot tell saturation from degradation",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B379 (900),closed_history,BUG-E2963EC7,runtime database authority resolver can reference stale eager import name,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B380 (900),closed_history,BUG-DEB4EC6B,scripts/git-commit-guard is missing even though repo instructions require it before staging or commit,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B381 (900),closed_history,BUG-EE9CD6E9,scripts/praxis restart api fails when Compose env is absent,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B382 (900),closed_history,BUG-65A307DB,scripts/praxis shell exits bypass CLI failure recording before Python main runs,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B383 (900),closed_history,BUG-A8B8F200,security-review-2026-04-22-dev-mount: PRAXIS_HOST_WORKSPACE_ROOT enables host binary overlay with no production guard,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B384 (900),closed_history,BUG-EFB55FC7,stable roadmap write CLI cannot preserve source bug and registry path linkage,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B385 (900),closed_history,BUG-8AE919F6,staleness query hides database failure behind a no-candidates message,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B386 (900),closed_history,BUG-972F17D8,test.sh check-affected reports ok true even when no suites match the queue file,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B387 (900),closed_history,BUG-86818CB6,test.sh selftest hard fails when pytest is missing from the repo venv,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B388 (900),closed_history,BUG-8B5A7CD7,workflow --help eagerly imports runtime and starts slowly,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B389 (900),closed_history,BUG-576023E1,workflow CLI failures are not automatically recorded in the friction ledger,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B390 (900),closed_history,BUG-548EE138,workflow build accepted review decisions stayed blocked before execution hardening,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B391 (900),closed_history,BUG-E4307E6E,"workflow chain submit re-resolves validated specs, creating a second failure surface after validation",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B392 (900),closed_history,BUG-230831EF,workflow claim scoring lets stored route_plan_manifest flip tie-breaks for the same job class,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B393 (900),closed_history,BUG-1F049156,"workflow execution still emits route.unhealthy for provider capacity, so receipts repeat and the signal looks like rate limiting",FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B394 (900),closed_history,BUG-CA197997,workflow help cold start imports too much before showing orientation help,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B395 (900),closed_history,BUG-DF5E0FC0,workflow query routes workflow-history question to unavailable knowledge graph and raises NoneType TypeError,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B396 (900),closed_history,BUG-933C53E3,workflow records list emits traceback instead of typed DB authority error,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B397 (900),closed_history,BUG-7D5DB032,workflow records surface has create/update/rename but no read/list path for registered workflows,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B398 (900),closed_history,BUG-6F7A8806,workflow routing uses persisted route_plan_manifest as hidden claim-selection authority,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B399 (900),closed_history,BUG-B9F45329,workflow status reports zero history while praxis_workflow list shows recent runs,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B400 (900),closed_history,BUG-56E81AF4,workflow verify-platform emits traceback when verifier DB authority is unavailable,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B401 (900),closed_history,BUG-F354C063,workflow worker falls back to file-path repo resolution instead of canonical workspace authority,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B402 (900),closed_history,BUG-64149FA7,workflow_chain first submit failed with Spec file not found even though the packet spec exists and loads,FIXED,P2,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B403 (900),closed_history,BUG-839B787D,App manifest route returns SPA HTML instead of a web manifest,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B404 (900),closed_history,BUG-61F507C0,Atlas functional_area filter cannot produce rows,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B405 (900),closed_history,BUG-9F128C13,Atlas mobile and narrow layout cannot preserve the workspace,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B406 (900),closed_history,BUG-9B1414B0,Bug resolver cannot record focused app test verifier refs,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B407 (900),closed_history,BUG-332F0155,CLI friction recorder dependency seam is hidden behind lazy imports,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B408 (900),closed_history,BUG-3AAB1FED,CLI tools surface tests encode stale orient and help expectations,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B409 (900),closed_history,BUG-28AD5B8C,Claude/debug launcher and hook path literals now use relative or PATH-based authority,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B410 (900),closed_history,BUG-92A0D259,Compose env helper docs no longer hardcode temp env-file paths,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B411 (900),closed_history,BUG-98149930,DB-backed tests error when praxis_test is missing and DB user cannot create databases,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B412 (900),closed_history,BUG-D7187A1C,Focused test commands assume python exists but runtime exposes no python shim,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B413 (900),closed_history,BUG-4CC94B15,Frontend Vitest localStorage scratch file no longer pins /tmp,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B414 (900),closed_history,BUG-9FDBC88B,Integration Postgres binary discovery no longer bakes host package-manager paths,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B415 (900),closed_history,BUG-BA265A8A,Moon UI path shown with shell-escaped ampersand in bootstrap DONE and README,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B416 (900),closed_history,BUG-B82F8737,Moon dock authority test used stale Detail dock contract,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B417 (900),closed_history,BUG-8010CDEB,Priority enum mismatch — roadmap write rejects p0 while bugs file accepts P0,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B418 (900),closed_history,BUG-10F3EE55,Provider registry DB fetch warning leaks into unrelated workflow CLI help and read commands,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B419 (900),closed_history,BUG-A9D3F30A,Release hardening proof script no longer pins Homebrew Python or PATH prefixes,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B420 (900),closed_history,BUG-1D90E1E3,Retired roadmap items still assess as planned and open,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,A2A lane: Foundation reliability and authority health; triage: blocks_v1; not replay-ready; status: FIXED
bug,B421 (900),closed_history,BUG-6E719C54,"Search source plugins (receipts, files, git_history, db_read) still use position-decay scoring; should use token-overlap like bugs",FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B422 (900),closed_history,BUG-D20F60F5,Workflow tests no longer embed host/tmp workspace and auth fixture roots,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B423 (900),closed_history,BUG-505104EE,Workflow validation cannot resolve DB-backed agent authority when WORKFLOW_DATABASE_URL host is unavailable,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,A2A lane: Foundation reliability and authority health; triage: blocks_v1; not replay-ready; status: FIXED
bug,B424 (900),closed_history,BUG-01F95962,[hygiene-2026-04-23/connector-builder-authority] praxis_connector schema marks required build inputs optional,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B425 (900),closed_history,BUG-EB572F04,[hygiene-2026-04-23/query-routing] Column wording is parsed by data-dictionary helper but unreachable through the query router,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B426 (900),closed_history,BUG-2064E8F6,`praxis workflow bugs file` has no preview/dry-run; flag-discovery creates real records,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B427 (900),closed_history,BUG-52F7EFCD,bugs duplicate-check CLI rejects descriptive body argument,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B428 (900),closed_history,BUG-4C5A9CCD,bugs help omits valid category values,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B429 (900),closed_history,BUG-0C0174D7,contract-drift::contracts/data_contracts.py SUPPORTED_DATA_OPERATIONS can drift from data_plane dispatcher,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B430 (900),closed_history,BUG-36B00C79,data_dictionary_objects.category and authority_object_registry.object_kind reject 'query' for CQRS query operations; convention undocumented,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B431 (900),closed_history,BUG-976B5502,frontend npm test is not bounded after interaction test failures,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B432 (900),closed_history,BUG-94DB9A53,"input-validation::dispatch::_dispatch_standard_post — only structural JSON check, no schema",FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B433 (900),closed_history,BUG-3E0DDC73,input-validation::mcp::operator — silent coercion hides type errors across operator tools,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B434 (900),closed_history,BUG-EC542D26,input-validation::mcp::operator::limit — unbounded integer limits on read tools,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B435 (900),closed_history,BUG-F09FF6CA,nested workflow subcommand help flags fail instead of showing command usage,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B436 (900),closed_history,BUG-ACC5926A,nested workflow subcommand help flags fail instead of showing help,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B437 (900),closed_history,BUG-5553FA7C,operator_write rejects roadmap writes without intent_brief at runtime,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B438 (900),closed_history,BUG-9920A39E,orient cli_surface tool_count reports zero despite live tool catalog,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B439 (900),closed_history,BUG-F21BF21F,roadmap view rejects bare --json,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B440 (900),closed_history,BUG-25D5CFD2,roadmap write preview --json reports missing value,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B441 (900),closed_history,BUG-0FB34E87,top-level artifacts tmp pgvector source makes repository scans noisy and slow,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B442 (900),closed_history,BUG-36F635AD,workflow chain --help test expects failure exit for successful help,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B443 (900),closed_history,BUG-518D5B06,workflow object list rejects --help instead of showing command usage,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B444 (900),closed_history,BUG-89F66215,workflow query intent analysis silently falls back when IntentMatcher is unavailable,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
bug,B445 (900),closed_history,BUG-8B980429,workflow status advertises --since-hours but dispatches through no-argument summary,FIXED,P3,closed_history,No work: fixed. Keep as historical evidence only.,not replay-ready; status: FIXED
